CATEGORY,ARTICLE,DESCRIPTION,LAST_ACTUAL_SALES,PREDICTED_DATE,PREDICTED_SALES,GROWTH,MAE,RMSE
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-03-01,2.0530938939014396,-29.94690610609856,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-04-01,1.170012223873699,-30.829987776126302,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-05-01,0.5141120227563076,-31.485887977243692,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-06-01,0.5473186884554503,-31.45268131154455,7.138774778559828,12.043256570939498
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-01-01,13.57149992417957,13.57149992417957,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-02-01,37.06641761884491,37.06641761884491,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-03-01,22.83592245194195,22.83592245194195,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-04-01,8.114258679418569,8.114258679418569,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-05-01,9.91346345955224,9.91346345955224,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-06-01,6.057983839508903,6.057983839508903,6.46463659310631,6.487490428230794
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-01-01,2.970490175295671,-0.029509824704328835,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-02-01,7.478519381239699,4.478519381239699,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-03-01,20.625299583213554,17.625299583213554,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-04-01,-1.8602709093291594,-4.860270909329159,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-05-01,-0.5885165448043672,-3.588516544804367,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-06-01,1.521497450895703,-1.478502549104297,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-01-01,36.71273397575584,27.71273397575584,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-02-01,25.365720933262317,16.365720933262317,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-03-01,24.436573547025098,15.436573547025098,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-04-01,15.398918672223761,6.398918672223761,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-05-01,12.386023644119584,3.386023644119584,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-06-01,35.928293531383375,26.928293531383375,7.560643005567357,8.953905315812284
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-01-01,-2.67392624528011,-2.67392624528011,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-02-01,8.681027908025028,8.681027908025028,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-03-01,-0.926722847963311,-0.926722847963311,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-04-01,1.127592952609358,1.127592952609358,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-05-01,4.079756071735945,4.079756071735945,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-06-01,6.633261308632804,6.633261308632804,4.089758195952889,4.11413447072562
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",72.0,2024-01-01,68.80788012775369,-3.192119872246309,13.546209308318131,15.54525790420935
